Model_No,KS,AD,SW,WX,Fit,TIC,Willmott,Russell_Pr,Russell_Mr,SG_Mr,Anova,Dvure,DTW,DTW_D,CodExp,N_nAIC,N_BIC,N_FPE,ITAE,V_ess,V_Tr,V_Ts,V_Mp,V_MESR,V_MRSR,V_Var,V_DifS,Harris,rwi,IAU,ess,Tr,Ts,Mp,MESR,MRSR,Var,DifS,Flag,ID_norm,Category
34,0,0.0005,0,0.306606921675391,0.929275527598137,0.0353917021823291,0.943752959856404,0.0225295172384915,-0.00144566991647444,-0.00166577255257083,0.795810919103335,75.069626430628,2.3088376586776e-05,0.000749105989688604,84,1.72176766706847,1.72202860923484,-1.9479229272012,0.0234735975239352,0.00166862622488428,-0.358135034191905,0.136420232295509,18.6970152968611,0.00157669923874238,0.000243124662407994,0.200086102486023,0,1.67192728175723,254.259487433801,703.439358282542,0,23.4491062630631,31.2194178714598,1.78629843126359,0.00283031817877408,0.000253564245955416,0.167667284301848,0,0,2,B
35,0,0.0005,0,0.32349536201074,0.903176907470538,0.0485225105711558,0.93945582976983,0.0308680709398483,-0.00396422136426073,-0.0045743614621252,0.720932120332595,69.7733548144868,2.14780768542055e-07,0.000349787664370422,84,1.85478390247669,1.85511989094285,-1.58502903640714,0.0252669203708391,0.00543743900510307,-0.308132680916511,0.473682147624678,25.5540136023651,0.00280453291250273,0.000278043780382285,0.199724277201356,0,1.37178247296043,575.083249737816,702.756770565681,0,43.1382378410046,54.2346616764379,0.262247215542288,0.00435343040854894,0.00024362564424007,0.167723939187665,0,0,4,D
36,0,0.0005,NaN,0.306463787176662,-5.09558568585277e+201,NaN,-1,0.5,NaN,Inf,0.956530248747628,1.37597848033381e-200,7.04624605644849e-09,2.94726954742805e-06,84,1.84274701418816,1.84307621157409,-1.65608513626632,7.97900697698129e+199,8.07604893035899e+47,1.5019920672059,184.212369519426,0,2.13211700704181e+47,6.11624582196715e+46,-49.6816017980526,0,0.532059629773158,5085697.93622108,584.671399535131,0.584892091734053,887.567514498833,972.653154270965,0,0.176904504745268,0.000110852312599101,0.0743744148899345,0,1,8,Z
37,0,0.0005,0,0.322992374460185,0.926581472479377,0.0367425039811946,0.94317746389146,0.0233891661863475,-0.00157072592075044,-0.00180999815840699,0.785716588538896,74.3385839382421,0.000584326858735676,0.000798608132409035,84,1.79189484670821,1.7920281867418,-1.84445489596188,0.0237137694622854,0.00228058029375577,-0.295808208755703,0.308491187995109,22.9331178839155,0.00177889188927738,0.000265271476016577,0.200057795820679,0,1.7374969945762,230.948306952306,704.868724354106,2.22044604925031e-16,22.7310122687479,55.1656580647938,3.93327776077119,0.00285558957268727,0.000283307117257077,0.167693987324612,0,0,4,D
38,0,0.0005,0,0.329073060118309,0.904691381751142,0.0477451317761471,0.93978270539274,0.0303828486983215,-0.00329883239930161,-0.00380511484767543,0.724108390752003,70.0399733750876,0.00068510440033062,0.00082655103514323,84,1.85514283405168,1.85531185790541,-1.58269847453187,0.0251305052493857,0.00470962921635076,-0.349539522779041,0.667717832719572,27.4673699566616,0.00267615152061347,0.000291073546985953,0.19984632260473,0,1.37707724122426,560.181802921527,702.776128282415,0,41.8853634853464,52.6561604448079,0.31215136418743,0.00426284844474358,0.000245172511825391,0.167721966810859,0,0,4,D
39,0,0.0005,0,0.117688287509328,-2.05825603266631e+134,1,-1,0.500176221094075,134.313499258432,2.05825537601915e+134,0.953048400708848,2.76890604038978e-133,0.00014056656360821,0.00138678876072189,84,1.85902938519993,1.85920060180314,-1.55660907978748,3.96508286471651e+132,2.14920392068244e+31,2.15928286874941,184.18442466743,0,6.31212134381399e+30,1.482143284236e+30,-45.1830804280408,0,0.54335579455315,30007285.4464308,313.515605063716,0.801886267890011,892.160304114114,977.433471627826,0,0.209642385851333,5.40563585887496e-05,0.0369645366764522,0,1,8,Z
40,0,0.0005,0,0.309140381721132,0.930403753053288,0.034826723287081,0.94404399598396,0.022169689337908,-0.00142596047505835,-0.00164304377211311,0.800232448576203,75.3806520854122,2.14288745578977e-07,1.37356358585265e-07,84,1.68422714607208,1.68480124252401,-1.97100941346752,0.0233521393119877,0.00133161290654049,-0.375084538187184,0.00459942935065567,15.8216190915705,0.00145554448970458,0.000229399349485769,0.200090301983064,0,1.65832489187055,259.152603542599,702.955264546723,0,24.1998820199819,32.5884276476941,1.26613480821953,0.0028294850731715,0.000245491229647001,0.167652083896165,0,0,2,B
41,0,0.0005,0,0.325061188909504,0.902649453173338,0.0487837204981208,0.939345275088304,0.0310366361822104,-0.00385380677036058,-0.00444667247991704,0.719852326833223,69.6597709504447,0.000129469825679826,9.95178794834185e-07,84,1.85467648314045,1.85534674523719,-1.58572397955081,0.0253130581959034,0.00536139447745687,-0.307820672682677,0.472235831581507,26.3991238330772,0.00281772442228774,0.000284372197047925,0.199746556271544,0,1.37190295607024,576.535315099324,702.809522218436,0,43.1942074050188,54.1310152400119,0.274445190795602,0.00436521630693334,0.000244985950939366,0.167726326427271,0,0,4,D
42,0,0.0005,NaN,0.153165009141283,-4.85427499986667e+215,NaN,-1,0.5,NaN,Inf,0.983156843157557,1.39410684420397e-214,8.92914488708589e-06,1.45069745783703e-05,84,1.82778473971513,1.82843982978545,-1.72769187461098,7.87525141304973e+213,2.80636087129145e+51,-0.393385403419961,184.208734261846,6.66316134227385,5.73530278570203e+50,1.61679573438738e+50,40.3941804234335,0,0.533356053793327,5982750.4391286,562.740642716645,0.609891813644078,888.419287147889,973.355546925431,0,0.180820360317264,0.000104458928656335,0.0702173751795708,0,1,8,Z
43,0,0.0005,0,0.306279604768855,0.930765863868392,0.0346454787129196,0.944163901406836,0.0220542210254041,-0.00142394167380912,-0.00164071573458313,0.801676372062848,75.6344123524339,7.35588534424714e-05,2.8084987645953e-08,84,1.67947142710251,1.68087867601847,-1.97308276963902,0.0233020991386677,0.00118954850558339,-0.371747655567036,-0.0197200315367744,15.5727128088486,0.00142823928887871,0.000232437085163386,0.200090632630134,0,1.65489836653384,260.03677610542,702.762507867385,0,24.4495227767312,33.3007829182623,1.03933712445612,0.00282850073718994,0.000243226848618139,0.167645689142081,0,0,1,A
