Model_No,KS,AD,SW,WX,Fit,TIC,Willmott,Russell_Pr,Russell_Mr,SG_Mr,Anova,Dvure,DTW,DTW_D,CodExp,N_nAIC,N_BIC,N_FPE,ITAE,V_ess,V_Tr,V_Ts,V_Mp,V_MESR,V_MRSR,V_Var,V_DifS,Harris,rwi,IAU,ess,Tr,Ts,Mp,MESR,MRSR,Var,DifS,Flag,ID_norm,Category
21,0,0.0005,0,0,-18.845453944195,0.357750866270406,-0.959408971554044,0.0139331803204905,-0.421203419080151,-0.526341372076647,1,0,1570.08138786539,0.0024564254694869,1,1.56855210265681,1.56866095640077,-1.9785276576017,34.2233997421508,35.3872608825332,1.66009872383206,10.2367772757816,51.8606156707606,0.511545742760467,7.54645486500904e-05,0.104872308307013,0,3.36430955448833,12420.6960593616,966606.230396521,0.00029277566251551,101.153229334097,1746.58803443942,17.0307490158042,0.00253591839547939,3.99742460417034e-05,0.0323862526162303,0,0,8,Z
22,0,0.0005,0,0,0.52028149862109,0.00633329248841171,0.427083945590125,0.00115401795066983,0.0104162548176417,0.0122107772115831,1,6.41456299917626,0.666160861071237,7.69805089565898e-05,1,1.54572280476151,1.54579787843686,-1.98371615881941,0.795885579297299,0.821883306800714,0.175926470172017,-0.208781724416128,3.76236988853254,0.0146885057037846,6.02095511460588e-05,0.0476931659730886,0,3.24096648201855,19102.8973618484,966601.199084685,6.53699316899292e-12,107.081455009919,524.376475353834,10.1975601374297,0.00122065763165364,1.41794978194597e-05,0.0323230273642334,0,0,4,D
23,0,0.0005,0,0,-1.04444590138399,0.0279108039827546,-0.604831374639028,0.00155582443624659,-0.0458316233869191,-0.054103109188071,1,0,13.7539265429769,4.40583469523078e-05,1,1.56725219970815,1.56733082712596,-1.97886318089705,3.515388318311,3.79815260076278,0.254238599821917,0.900094015456606,25.9676911801761,0.0577076307378481,8.8719334207723e-05,0.0624734160287997,0,3.19648016567746,29471.5537170582,966600.371794026,4.12114786740858e-13,261.732257818043,411.576995428552,2.4592542353983,0.0013806066169135,1.06466459349579e-05,0.0322125257369188,0,0,3,C
24,0,0.0005,0,0,-16.5605445636845,0.304001818743461,-0.954108812947746,0.0135784617625069,-0.368514720838216,-0.465459533474974,1,0,1507.93501628298,0.00156478837310166,1,1.5685646364368,1.56864348049155,-1.97852439666655,30.2705784792012,31.2982696586266,1.49640032504803,9.63848437953299,53.1700759597617,0.453000396340286,8.7014087330251e-05,0.105160101107025,0,3.33638875508552,14706.4792774834,966606.349177985,8.24990613494947e-05,107.490166887997,1701.90090435302,14.9888657138816,0.00246189550335369,3.42518133218442e-05,0.0323355788029701,0,0,8,Z
25,0,0.0005,0,1.86352011627087e-36,0.867336579966814,0.00176171260906587,0.904295873149319,0.00111139857294554,0.000410471564990049,0.000472908016938778,1,76.1934489583092,0.00300942577107008,7.6450343088861e-05,1,-1.98584729434041,-1.98620509932579,-2,0.133500523819811,0.00201904831492072,0.165500911652264,0.00562711510997727,13.2391718003104,0.00443439972783261,7.19483912630875e-05,0.0478955953813964,0,3.21613635593859,21192.0749011391,966600.700252848,3.26849658449646e-13,114.138244798885,226.614097371723,4.18403285712028,0.00107362776230021,1.10289849974993e-05,0.0323155837244246,0,0,1,A
26,0,0.0005,0,0,-1.14127139686828,0.029271396157506,-0.622783208381924,0.00158522005357486,-0.0479601801096025,-0.0566777369727434,1,0,15.3209903057144,5.01164470990692e-05,1,1.56726962192084,1.56749831100489,-1.97885871882345,3.68268479244463,3.9784884301224,0.274353693756212,0.932506173518504,26.1653339769086,0.0601683816940141,8.88369179608826e-05,0.0626845605189404,0,3.19715800970212,29433.5340261027,966600.702052817,2.67164068645798e-12,265.29274444947,412.919013137689,2.44149299047509,0.00139366027683756,1.07370918830148e-05,0.0322101279979143,0,0,3,C
27,0,0.0005,0,0,-25.6938995686284,0.549207069823056,-0.96984284385165,0.012784871518393,-0.617305132103641,-0.708803171078961,1,0,2096.13577646391,0.0016209778351187,1,1.56854367938829,1.56877257877422,-1.978529848818,46.0645721877446,49.6870699154323,1.94970536482062,10.0773111865862,50.4754411458847,0.687709590358882,4.05766547640075e-05,0.0997806176495818,0,3.53410665981677,6146.53524640255,966604.331975646,0.00028589234820231,86.5387032673461,3434.96258820915,29.4959736520567,0.00437161763516919,9.34488865331177e-05,0.0329295963350068,0,1,8,Z
28,0,0.0005,0,1.86323600720421e-36,0.867336579962942,0.00176171260911668,0.904295873145361,0.00111139858923091,0.00041047156565365,0.000472908017703721,1,76.1934489583247,0.00300942577651937,7.64503430920916e-05,1,-1.98579160452713,-1.98584928273921,-2,0.133500523825258,0.00201904836504241,0.165500911652936,0.00562711511224771,13.2391718003381,0.00443439972844185,7.19483912631641e-05,0.0478955953813485,0,3.21613635593927,21192.0749011137,966600.700252824,5.6843418860808e-14,114.138244798976,226.614097375265,4.1840328573391,0.00107362776230346,1.10289849974491e-05,0.0323155837244247,0,0,1,A
29,0,0.0005,0,0,-1.32197280884493,0.0318202862344488,-0.652266287226776,0.00163516895011627,-0.0519215947307883,-0.0614830822462481,1,0,18.180056164658,7.06812973922331e-05,1,1.56731290490646,1.56784171871588,-1.97884762935727,3.99492530030579,4.31679930874552,0.309510528328725,0.991141218526351,26.3804698738866,0.0647466705483869,8.87478832359651e-05,0.0630266725918178,0,3.19899701365959,29124.5457330835,966601.161803022,1.2448708730517e-10,270.522343587809,419.269522354537,2.60571275201733,0.00141190808434709,1.09583598648256e-05,0.0322088475118954,0,0,3,C
30,0,0.0005,0,0,-168.934591597244,0.999858995519025,-0.995261382478019,0.987126648904388,0.626394318213965,2.51501899429773,1,0,55764.4212955614,0.0479890966303146,1,1.56853226197667,1.56906127705887,-1.97853281855848,293.163906957869,317.161119185253,9.4701461624031,12.4904449269005,16.3158782238363,4.26485889391815,0.000224365293684593,-0.166907380928938,0,1.60472677560634,553840.831252771,1270689.64116092,14.9843237032324,1247.04119586722,779.122489554456,100.905614004844,0.211168060187307,0.000183586098550883,0.0835695251804594,0,1,8,Z
31,0,0.0005,0,0,0.536843161575684,0.00611602867566347,0.448234983272842,0.00114993001558881,0.0100342367216287,0.0117551210339206,1,9.79086680826171,0.618693538217993,7.69810999312684e-05,1,1.54853410399253,1.5485196064398,-1.98315196429556,0.766504041846387,0.789995490391149,0.181401923041266,-0.18928180405604,4.14360440399164,0.0142731666065426,6.06203335400083e-05,0.0476369633184388,0,3.2396994715925,19206.2099992326,966601.181030691,8.98126018000767e-12,107.329174907884,514.586541828034,9.88703256327002,0.0012128454442048,1.40104291557505e-05,0.0323218366710837,0,0,4,D
32,0,0.0005,0,0,-1.16038206875543,0.0295402499086571,-0.626096593513948,0.00161996907671814,-0.0483735157438007,-0.0571782952669014,1,0,15.9914836023608,4.03201632481607e-05,1,1.56805927342404,1.56804799878695,-1.97865548610045,3.71531637093685,4.0092083680004,0.254114184430267,1.41425879156501,27.742601554346,0.0607634358573749,9.18500528373414e-05,0.0631911633486853,0,3.19691157169592,29684.2946161804,966600.684057065,1.49213974509621e-12,262.704121847185,493.811578912196,2.81412036452096,0.00140608104155696,1.0765803574072e-05,0.0322155612240721,0,0,4,D
33,0,0.0005,0,0,-19.2448306152506,0.367409133022962,-0.960185115839195,0.0194322819062553,-0.43012679328682,-0.536203354779298,1,0,1728.13095129648,0.00386096666874705,1,1.5695408966649,1.56952986659146,-1.97826887386255,34.890474313029,35.0958657891304,1.60596586929369,14.0869003484497,58.6165291737802,0.521037689369728,8.99920142577368e-05,0.116025056078512,0,3.36478311359778,12979.6949784688,966606.806700513,0.00054015696750298,103.078493814593,1753.67931159084,18.8148416685179,0.00270293692246992,4.02848010519953e-05,0.0324098694672109,0,0,8,Z
34,0,0.0005,0,9.60627615059812e-36,0.867336579976715,0.00176171260893611,0.904295873158391,0.00111139856030389,0.000410471563364958,0.000472908015065165,1,76.1934489585159,0.00300942575703292,7.64503430901035e-05,1,-1.96656114812744,-1.96706582844191,-2,0.13350052380734,0.00201904817612331,0.165500911650249,0.00562711510930597,13.2391718003502,0.00443439972692435,7.19483912643994e-05,0.0478955953813078,0,3.21613635593903,21192.0749011136,966600.700252799,2.1458390619955e-12,114.138244798467,226.614097377712,4.18403285754871,0.00107362776229508,1.10289849968543e-05,0.0323155837244269,0,0,1,A
35,0,0.0005,0,0,-1.23476489735818,0.0305884657014338,-0.638595786707472,0.00164398792858932,-0.050004791471196,-0.0591557053982227,1,0,17.317497255524,4.69138919411121e-05,1,1.56806199723165,1.56814075831843,-1.97865478170277,3.84380948796438,4.14766811991345,0.269039446489977,1.455543410011,27.9218821252423,0.062655855042425,9.20013162902425e-05,0.0633653500226905,0,3.19734605717805,29677.5043083755,966600.95091869,5.40012479177676e-13,265.359601048409,506.568061792557,2.762475322119,0.00141659174178974,1.08361028411838e-05,0.032213519995175,0,0,4,D
36,0,0.0005,0,0,-26.588032764009,0.578125066452433,-0.970817479920829,0.0180062925360248,-0.650100421679117,-0.732302946561101,1,0,2182.51994249601,0.00212163572888437,1,1.56951027563221,1.56958927577858,-1.97827693449676,47.6030683976138,51.8502143529021,1.98353324761308,14.250950581776,58.5019933976864,0.710411010627229,4.49946418362581e-05,0.110494529734636,0,3.58113961315945,5521.80721485289,966609.748003604,0.000628427761554917,2036.34943270337,4587.061690249,31.591693285598,0.00530190623723862,0.000119704460635536,0.033109228852926,0,1,8,Z
37,0,0.0005,0,0,0.503423427228688,0.00655434567560458,0.4055745963853,0.00115757894384117,0.0108040828534789,0.0126739810811187,1,4.45455920897053,0.716231388010571,7.69801640848822e-05,1,1.54695443738905,1.54696969084726,-1.98347134829113,0.825765151223017,0.854315386018243,0.187044505389644,-0.222908277511175,3.37217710657138,0.0151133046005065,5.97682930546522e-05,0.0476594528440135,0,3.24227297115287,18971.6980848351,966601.236771913,8.62598881212762e-12,106.641902845683,527.896725718454,10.4163872660204,0.00122633325291556,1.4325429737754e-05,0.0323234330371898,0,0,4,D
38,0,0.0005,0,0,-1.19699587086952,0.0300559510016089,-0.632355301886546,0.0016319194368826,-0.0491767873877694,-0.058151631836888,1,0,16.6455848743416,4.32618902488917e-05,1,1.56805682497434,1.56807556169118,-1.97865611926802,3.77856441639478,4.07731421931312,0.261514939614586,1.43508708212475,27.835252525735,0.0616953647136652,9.19335620573246e-05,0.0632783287532688,0,3.19724937611559,29635.4568228473,966600.795710485,5.11590769747272e-13,263.820753316807,500.508177923798,2.8462889186978,0.00141046314590192,1.08094293896267e-05,0.0322153414524448,0,0,4,D
39,0,0.0005,0,0,-22.3661606483225,0.449674740004146,-0.965526630720682,0.0193511774629015,-0.511669519264796,-0.619598527729325,1,0,1809.95714014505,0.00369539072897094,1,1.56952145634594,1.56954043482168,-1.97827399164945,40.296941067842,42.4686476095347,1.76332349531413,13.4616429285809,60.7009084805874,0.601424934864022,7.13803440097052e-05,0.114862336546116,0,3.42206435519523,9663.32472346508,966606.876852327,0.00116902995391399,97.0777669768777,2328.30457462942,23.0583021079366,0.00300426619153823,5.51938187614079e-05,0.0325352079353813,0,1,8,Z
